ホール名,日付,台番号,機種名,差枚数,ゲーム数,出率
マルハン蒲田駅東店,2025/05/06,2037,Lパチスロからくりサーカス,3000,6079,116.5%
マルハン蒲田駅東店,2025/05/06,2120,Lパチスロ ありふれた職業で世界最強,3000,2486,140.2%
マルハン蒲田駅東店,2025/05/06,2040,Lパチスロからくりサーカス,2900,6439,115%
マルハン蒲田駅東店,2025/05/06,2025,Lパチスロからくりサーカス,2900,4681,120.7%
マルハン蒲田駅東店,2025/05/06,2260,チバリヨ2プラス,2900,5513,117.5%
マルハン蒲田駅東店,2025/05/06,2092,Lパチスロ かぐや様は告らせたい,2900,6977,113.9%
マルハン蒲田駅東店,2025/05/06,2145,Lパチスロ革命機ヴァルヴレイヴ,2800,5907,115.8%
マルハン蒲田駅東店,2025/05/06,2190,ファンキージャグラー２ＫＴ,2700,8853,110.2%
マルハン蒲田駅東店,2025/05/06,2150,スマスロモンキーターンV,2700,6740,113.4%
マルハン蒲田駅東店,2025/05/06,2128,マイジャグラーV,2700,7615,111.8%
マルハン蒲田駅東店,2025/05/06,2036,Lパチスロからくりサーカス,2600,7088,112.2%
マルハン蒲田駅東店,2025/05/06,2085,Lパチスロ かぐや様は告らせたい,2600,8495,110.2%
マルハン蒲田駅東店,2025/05/06,2011,スマスロ モンスターハンターライズ,2600,7679,111.3%
マルハン蒲田駅東店,2025/05/06,2322,Lルパン三世 大航海者の秘宝,2500,3143,126.5%
マルハン蒲田駅東店,2025/05/06,2343,スマスロ バイオハザード5,2500,5025,116.6%
マルハン蒲田駅東店,2025/05/06,2252,SアイムジャグラーＥＸ,2500,7894,110.6%
マルハン蒲田駅東店,2025/05/06,2170,スマスロモンキーターンV,2400,4314,118.5%
マルハン蒲田駅東店,2025/05/06,2053,スマスロ スーパーブラックジャック,2300,3952,119.4%
マルハン蒲田駅東店,2025/05/06,2166,スマスロモンキーターンV,2200,5671,112.9%
マルハン蒲田駅東店,2025/05/06,2311,キングハナハナ-30,2000,6543,110.2%
マルハン蒲田駅東店,2025/05/06,2310,ゴーゴージャグラー３,2000,5300,112.6%
マルハン蒲田駅東店,2025/05/06,2081,Lパチスロ かぐや様は告らせたい,2000,6079,111%
マルハン蒲田駅東店,2025/05/06,2275,沖ドキ！BLACK,2000,7788,108.6%
マルハン蒲田駅東店,2025/05/06,2030,Lパチスロからくりサーカス,1900,2397,126.4%
マルハン蒲田駅東店,2025/05/06,2088,Lパチスロ かぐや様は告らせたい,1900,5935,110.7%
マルハン蒲田駅東店,2025/05/06,2317,キングハナハナ-30,1900,5166,112.3%
マルハン蒲田駅東店,2025/05/06,2158,ジャグラーガールズSS,1900,6006,110.5%
マルハン蒲田駅東店,2025/05/06,2014,スマスロ ゴッドイーター リザレクション,1800,3956,115.2%
マルハン蒲田駅東店,2025/05/06,2356,パチスロ　バイオハザード　ＲＥ：２,1800,1629,136.8%
マルハン蒲田駅東店,2025/05/06,2048,スマスロ ゴッドイーター リザレクション,1800,4326,113.9%
マルハン蒲田駅東店,2025/05/06,2100,Lスマスロ北斗の拳,1800,2507,123.9%
マルハン蒲田駅東店,2025/05/06,2231,ハッピージャグラーＶＩＩＩ,1700,7257,107.8%
マルハン蒲田駅東店,2025/05/06,2283,SアイムジャグラーＥＸ,1700,6326,109%
マルハン蒲田駅東店,2025/05/06,2054,スマスロ スーパーブラックジャック,1600,3820,114%
マルハン蒲田駅東店,2025/05/06,2313,キングハナハナ-30,1600,8487,106.3%
マルハン蒲田駅東店,2025/05/06,2243,ウルトラミラクルジャグラー,1500,6600,107.6%
マルハン蒲田駅東店,2025/05/06,2181,L ToLOVEるダークネス,1500,4916,110.2%
マルハン蒲田駅東店,2025/05/06,2133,マイジャグラーV,1500,6089,108.2%
マルハン蒲田駅東店,2025/05/06,2272,沖ドキ！BLACK,1500,2362,121.2%
マルハン蒲田駅東店,2025/05/06,2141,マイジャグラーV,1400,6016,107.8%
マルハン蒲田駅東店,2025/05/06,2312,キングハナハナ-30,1400,6598,107.1%
マルハン蒲田駅東店,2025/05/06,2315,キングハナハナ-30,1400,6641,107%
マルハン蒲田駅東店,2025/05/06,2183,L戦国乙女４　戦乱に閃く炯眼の軍師,1400,4875,109.6%
マルハン蒲田駅東店,2025/05/06,2197,ファンキージャグラー２ＫＴ,1400,8472,105.5%
マルハン蒲田駅東店,2025/05/06,2285,SアイムジャグラーＥＸ,1400,7632,106.1%
マルハン蒲田駅東店,2025/05/06,2034,Lパチスロからくりサーカス,1300,2400,118.1%
マルハン蒲田駅東店,2025/05/06,2247,SアイムジャグラーＥＸ,1300,4871,108.9%
マルハン蒲田駅東店,2025/05/06,2268,沖ドキ！BLACK,1300,3523,112.3%
マルハン蒲田駅東店,2025/05/06,2058,スマスロ スーパーブラックジャック,1300,2362,118.3%
マルハン蒲田駅東店,2025/05/06,2130,マイジャグラーV,1200,6889,105.8%
マルハン蒲田駅東店,2025/05/06,2086,Lパチスロ かぐや様は告らせたい,1200,6512,106.1%
マルハン蒲田駅東店,2025/05/06,2029,Lパチスロからくりサーカス,1200,5514,107.3%
マルハン蒲田駅東店,2025/05/06,2138,マイジャグラーV,1200,8220,104.9%
マルハン蒲田駅東店,2025/05/06,2250,SアイムジャグラーＥＸ,1100,3275,111.2%
マルハン蒲田駅東店,2025/05/06,2024,Lパチスロからくりサーカス,1100,3548,110.3%
マルハン蒲田駅東店,2025/05/06,2135,マイジャグラーV,1100,6418,105.7%
マルハン蒲田駅東店,2025/05/06,2184,L戦国乙女４　戦乱に閃く炯眼の軍師,1100,4664,107.9%
マルハン蒲田駅東店,2025/05/06,2271,沖ドキ！BLACK,1100,4933,107.4%
マルハン蒲田駅東店,2025/05/06,2357,パチスロ　バイオハザード　ＲＥ：２,1100,1390,126.4%
マルハン蒲田駅東店,2025/05/06,2204,L戦国乙女４　戦乱に閃く炯眼の軍師,1000,1537,121.7%
マルハン蒲田駅東店,2025/05/06,2230,ハッピージャグラーＶＩＩＩ,1000,5500,106.1%
マルハン蒲田駅東店,2025/05/06,2323,Lルパン三世 大航海者の秘宝,1000,3060,110.9%
マルハン蒲田駅東店,2025/05/06,2364,パチスロ炎炎ノ消防隊,900,1457,120.6%
マルハン蒲田駅東店,2025/05/06,2202,ファンキージャグラー２ＫＴ,800,4575,105.8%
マルハン蒲田駅東店,2025/05/06,2251,SアイムジャグラーＥＸ,800,4759,105.6%
マルハン蒲田駅東店,2025/05/06,2192,ファンキージャグラー２ＫＴ,800,7236,103.7%
マルハン蒲田駅東店,2025/05/06,2169,スマスロモンキーターンV,800,3770,107.1%
マルハン蒲田駅東店,2025/05/06,2203,L戦国乙女４　戦乱に閃く炯眼の軍師,700,5113,104.6%
マルハン蒲田駅東店,2025/05/06,2309,ゴーゴージャグラー３,700,6968,103.3%
マルハン蒲田駅東店,2025/05/06,2254,SアイムジャグラーＥＸ,700,3097,107.5%
マルハン蒲田駅東店,2025/05/06,2193,ファンキージャグラー２ＫＴ,600,5957,103.4%
マルハン蒲田駅東店,2025/05/06,2246,SアイムジャグラーＥＸ,600,7158,102.8%
マルハン蒲田駅東店,2025/05/06,2195,ファンキージャグラー２ＫＴ,500,5822,102.9%
マルハン蒲田駅東店,2025/05/06,2021,Lパチスロからくりサーカス,500,5647,103%
マルハン蒲田駅東店,2025/05/06,2227,ハッピージャグラーＶＩＩＩ,500,5950,102.8%
マルハン蒲田駅東店,2025/05/06,2059,スマスロ スーパーブラックジャック,500,5295,103.1%
マルハン蒲田駅東店,2025/05/06,2381,吉宗,400,7056,101.9%
マルハン蒲田駅東店,2025/05/06,2273,沖ドキ！BLACK,400,5671,102.4%
マルハン蒲田駅東店,2025/05/06,2284,SアイムジャグラーＥＸ,400,4089,103.3%
マルハン蒲田駅東店,2025/05/06,2329,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,400,1669,108%
マルハン蒲田駅東店,2025/05/06,2245,SアイムジャグラーＥＸ,300,5332,101.9%
マルハン蒲田駅東店,2025/05/06,2358,押忍！番長ＺＥＲＯ,300,5571,101.8%
マルハン蒲田駅東店,2025/05/06,2244,SアイムジャグラーＥＸ,300,1762,105.7%
マルハン蒲田駅東店,2025/05/06,2076,Lスマスロ北斗の拳,300,4999,102%
マルハン蒲田駅東店,2025/05/06,2119,Lパチスロ ありふれた職業で世界最強,300,4369,102.3%
マルハン蒲田駅東店,2025/05/06,2102,Lスマスロ北斗の拳,300,1506,106.6%
マルハン蒲田駅東店,2025/05/06,2345,スマスロ バイオハザード5,300,6332,101.6%
マルハン蒲田駅東店,2025/05/06,2196,ファンキージャグラー２ＫＴ,300,9340,101.1%
マルハン蒲田駅東店,2025/05/06,2236,ミスタージャグラー,300,6908,101.4%
マルハン蒲田駅東店,2025/05/06,2361,パチスロ炎炎ノ消防隊,200,3352,102%
マルハン蒲田駅東店,2025/05/06,2020,Lゴジラ,200,6126,101.1%
マルハン蒲田駅東店,2025/05/06,2123,マイジャグラーV,200,4018,101.7%
マルハン蒲田駅東店,2025/05/06,2249,SアイムジャグラーＥＸ,200,6422,101%
マルハン蒲田駅東店,2025/05/06,2074,Lスマスロ北斗の拳,200,1607,104.1%
マルハン蒲田駅東店,2025/05/06,2314,キングハナハナ-30,200,5167,101.3%
マルハン蒲田駅東店,2025/05/06,2215,スーパービンゴネオ,200,922,107.2%
マルハン蒲田駅東店,2025/05/06,2334,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,200,6945,101%
マルハン蒲田駅東店,2025/05/06,2161,SアイムジャグラーＥＸ,200,4914,101.4%
マルハン蒲田駅東店,2025/05/06,2109,Lスマスロ北斗の拳,100,1530,102.2%
マルハン蒲田駅東店,2025/05/06,1633,Lパチスロ シン・エヴァンゲリオン,100,7141,100.5%
マルハン蒲田駅東店,2025/05/06,2107,Lスマスロ北斗の拳,100,3165,101.1%
マルハン蒲田駅東店,2025/05/06,2051,スマスロ スーパーブラックジャック,100,4142,100.8%
マルハン蒲田駅東店,2025/05/06,2101,Lスマスロ北斗の拳,100,2609,101.3%
マルハン蒲田駅東店,2025/05/06,2005,スマスロ モンスターハンターライズ,100,6029,100.6%
マルハン蒲田駅東店,2025/05/06,2049,スマスロ ゴッドイーター リザレクション,0,4120,100%
マルハン蒲田駅東店,2025/05/06,2132,マイジャグラーV,0,5831,100%
マルハン蒲田駅東店,2025/05/06,2240,ウルトラミラクルジャグラー,0,3651,100%
マルハン蒲田駅東店,2025/05/06,2016,スマスロ ゴッドイーター リザレクション,0,3424,100%
マルハン蒲田駅東店,2025/05/06,2295,SアイムジャグラーＥＸ,0,2713,100%
マルハン蒲田駅東店,2025/05/06,2031,Lパチスロからくりサーカス,0,3590,100%
マルハン蒲田駅東店,2025/05/06,2121,マイジャグラーV,0,6042,100%
マルハン蒲田駅東店,2025/05/06,2369,パチスロ　甲鉄城のカバネリ,0,0,-
マルハン蒲田駅東店,2025/05/06,2377,吉宗,0,7206,100%
マルハン蒲田駅東店,2025/05/06,2010,スマスロ モンスターハンターライズ,0,3612,100%
マルハン蒲田駅東店,2025/05/06,2125,マイジャグラーV,0,4484,100%
マルハン蒲田駅東店,2025/05/06,2320,キングハナハナ-30,0,5962,100%
マルハン蒲田駅東店,2025/05/06,2303,ゴーゴージャグラー３,0,3365,100%
マルハン蒲田駅東店,2025/05/06,2362,パチスロ炎炎ノ消防隊,0,1797,100%
マルハン蒲田駅東店,2025/05/06,2351,パチスロ　ディスクアップ２,0,0,-
マルハン蒲田駅東店,2025/05/06,2307,ゴーゴージャグラー３,0,2942,100%
マルハン蒲田駅東店,2025/05/06,2068,Lスマスロ北斗の拳,0,0,-
マルハン蒲田駅東店,2025/05/06,2379,吉宗,-100,4734,99.3%
マルハン蒲田駅東店,2025/05/06,2360,押忍！番長ＺＥＲＯ,-100,3688,99.1%
マルハン蒲田駅東店,2025/05/06,2127,マイジャグラーV,-100,6858,99.5%
マルハン蒲田駅東店,2025/05/06,2157,ジャグラーガールズSS,-100,5178,99.4%
マルハン蒲田駅東店,2025/05/06,2189,ファンキージャグラー２ＫＴ,-100,5414,99.4%
マルハン蒲田駅東店,2025/05/06,2293,SアイムジャグラーＥＸ,-100,4661,99.3%
マルハン蒲田駅東店,2025/05/06,2299,ゴーゴージャグラー３,-100,3639,99.1%
マルハン蒲田駅東店,2025/05/06,2328,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-100,1040,96.8%
マルハン蒲田駅東店,2025/05/06,2026,Lパチスロからくりサーカス,-100,5043,99.3%
マルハン蒲田駅東店,2025/05/06,2242,ウルトラミラクルジャグラー,-100,5598,99.4%
マルハン蒲田駅東店,2025/05/06,2095,Lパチスロ かぐや様は告らせたい,-200,3124,97.9%
マルハン蒲田駅東店,2025/05/06,2096,Lパチスロ かぐや様は告らせたい,-200,3448,98.1%
マルハン蒲田駅東店,2025/05/06,2336,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-200,8739,99.2%
マルハン蒲田駅東店,2025/05/06,2286,SアイムジャグラーＥＸ,-200,1775,96.2%
マルハン蒲田駅東店,2025/05/06,2298,ゴーゴージャグラー３,-200,2003,96.7%
マルハン蒲田駅東店,2025/05/06,2372,スマスロ聖戦士ダンバイン,-200,3314,98%
マルハン蒲田駅東店,2025/05/06,2366,パチスロ　甲鉄城のカバネリ,-200,3065,97.8%
マルハン蒲田駅東店,2025/05/06,2363,パチスロ炎炎ノ消防隊,-200,223,70.1%
マルハン蒲田駅東店,2025/05/06,2069,Lスマスロ北斗の拳,-200,1946,96.6%
マルハン蒲田駅東店,2025/05/06,2229,ハッピージャグラーＶＩＩＩ,-200,4324,98.5%
マルハン蒲田駅東店,2025/05/06,2065,Lスマスロ北斗の拳,-200,1635,95.9%
マルハン蒲田駅東店,2025/05/06,2365,パチスロ炎炎ノ消防隊,-200,416,84%
マルハン蒲田駅東店,2025/05/06,2129,マイジャグラーV,-200,3512,98.1%
マルハン蒲田駅東店,2025/05/06,2115,Lパチスロ革命機ヴァルヴレイヴ,-200,1721,96.1%
マルハン蒲田駅東店,2025/05/06,2071,Lスマスロ北斗の拳,-200,2841,97.7%
マルハン蒲田駅東店,2025/05/06,2079,Lパチスロ かぐや様は告らせたい,-200,2552,97.4%
マルハン蒲田駅東店,2025/05/06,2253,SアイムジャグラーＥＸ,-300,4291,97.7%
マルハン蒲田駅東店,2025/05/06,2206,L戦国乙女４　戦乱に閃く炯眼の軍師,-300,2306,95.7%
マルハン蒲田駅東店,2025/05/06,2155,ジャグラーガールズSS,-300,2917,96.6%
マルハン蒲田駅東店,2025/05/06,2237,ミスタージャグラー,-300,6247,98.4%
マルハン蒲田駅東店,2025/05/06,2339,回胴黙示録カイジ 狂宴,-300,3247,96.9%
マルハン蒲田駅東店,2025/05/06,2276,SアイムジャグラーＥＸ,-300,4811,97.9%
マルハン蒲田駅東店,2025/05/06,2200,ファンキージャグラー２ＫＴ,-300,6462,98.5%
マルハン蒲田駅東店,2025/05/06,2368,パチスロ　甲鉄城のカバネリ,-300,3278,96.9%
マルハン蒲田駅東店,2025/05/06,2134,マイジャグラーV,-400,4675,97.1%
マルハン蒲田駅東店,2025/05/06,2290,SアイムジャグラーＥＸ,-400,4411,97%
マルハン蒲田駅東店,2025/05/06,2279,SアイムジャグラーＥＸ,-400,3556,96.3%
マルハン蒲田駅東店,2025/05/06,2012,スマスロ モンスターハンターライズ,-400,7146,98.1%
マルハン蒲田駅東店,2025/05/06,2159,ジャグラーガールズSS,-400,523,74.5%
マルハン蒲田駅東店,2025/05/06,2297,ゴーゴージャグラー３,-400,4229,96.8%
マルハン蒲田駅東店,2025/05/06,2294,SアイムジャグラーＥＸ,-500,6993,97.6%
マルハン蒲田駅東店,2025/05/06,2105,Lスマスロ北斗の拳,-500,934,82.2%
マルハン蒲田駅東店,2025/05/06,2093,Lパチスロ かぐや様は告らせたい,-500,7223,97.7%
マルハン蒲田駅東店,2025/05/06,2060,Lスマスロ北斗の拳,-500,2089,92%
マルハン蒲田駅東店,2025/05/06,2172,スマスロモンキーターンV,-500,4150,96%
マルハン蒲田駅東店,2025/05/06,2282,SアイムジャグラーＥＸ,-500,2542,93.4%
マルハン蒲田駅東店,2025/05/06,2248,SアイムジャグラーＥＸ,-500,2597,93.6%
マルハン蒲田駅東店,2025/05/06,2296,ゴーゴージャグラー３,-500,3890,95.7%
マルハン蒲田駅東店,2025/05/06,2281,SアイムジャグラーＥＸ,-500,2560,93.5%
マルハン蒲田駅東店,2025/05/06,2216,L東京喰種,-500,7144,97.7%
マルハン蒲田駅東店,2025/05/06,2300,ゴーゴージャグラー３,-600,1282,84.4%
マルハン蒲田駅東店,2025/05/06,2371,スマスロ 七つの魔剣が支配する,-600,2983,93.3%
マルハン蒲田駅東店,2025/05/06,2208,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-600,1302,84.6%
マルハン蒲田駅東店,2025/05/06,2304,ゴーゴージャグラー３,-600,2667,92.5%
マルハン蒲田駅東店,2025/05/06,2099,Lスマスロ北斗の拳,-600,3350,94%
マルハン蒲田駅東店,2025/05/06,2367,パチスロ　甲鉄城のカバネリ,-600,749,73.3%
マルハン蒲田駅東店,2025/05/06,2232,ハッピージャグラーＶＩＩＩ,-600,5094,96.1%
マルハン蒲田駅東店,2025/05/06,2075,Lスマスロ北斗の拳,-600,2374,91.6%
マルハン蒲田駅東店,2025/05/06,2223,ハッピージャグラーＶＩＩＩ,-600,5218,96.2%
マルハン蒲田駅東店,2025/05/06,2337,L真・一騎当千,-600,2577,92.2%
マルハン蒲田駅東店,2025/05/06,2122,マイジャグラーV,-600,2029,90.1%
マルハン蒲田駅東店,2025/05/06,2349,スマスロ バイオハザード5,-600,7614,97.4%
マルハン蒲田駅東店,2025/05/06,2116,Lパチスロ革命機ヴァルヴレイヴ,-600,1745,88.5%
マルハン蒲田駅東店,2025/05/06,2140,マイジャグラーV,-600,3460,94.2%
マルハン蒲田駅東店,2025/05/06,2117,Lパチスロ革命機ヴァルヴレイヴ,-700,2547,90.8%
マルハン蒲田駅東店,2025/05/06,2346,スマスロ バイオハザード5,-700,5881,96%
マルハン蒲田駅東店,2025/05/06,2136,マイジャグラーV,-700,1379,83.1%
マルハン蒲田駅東店,2025/05/06,2106,Lスマスロ北斗の拳,-700,4161,94.4%
